Text
on 27-11-2018 Stock Opend at 356. The maximum value of stock on this day was 356. The minimum value of stock on this day was 352
on 28-11-2018 Stock Opend at 357. The maximum value of stock on this day was 362. The minimum value of stock on this day was 353
on 29-11-2018 Stock Opend at 363. The maximum value of stock on this day was 366. The minimum value of stock on this day was 360
on 30-11-2018 Stock Opend at 365. The maximum value of stock on this day was 365. The minimum value of stock on this day was 354
on 03-12-2018 Stock Opend at 359. The maximum value of stock on this day was 359. The minimum value of stock on this day was 352
on 04-12-2018 Stock Opend at 353. The maximum value of stock on this day was 359. The minimum value of stock on this day was 353
on 05-12-2018 Stock Opend at 355. The maximum value of stock on this day was 356. The minimum value of stock on this day was 350
on 06-12-2018 Stock Opend at 348. The maximum value of stock on this day was 350. The minimum value of stock on this day was 343
on 07-12-2018 Stock Opend at 350. The maximum value of stock on this day was 353. The minimum value of stock on this day was 345
on 10-12-2018 Stock Opend at 347. The maximum value of stock on this day was 349. The minimum value of stock on this day was 344
on 11-12-2018 Stock Opend at 337. The maximum value of stock on this day was 345. The minimum value of stock on this day was 336
on 12-12-2018 Stock Opend at 343. The maximum value of stock on this day was 352. The minimum value of stock on this day was 339
on 13-12-2018 Stock Opend at 353. The maximum value of stock on this day was 354. The minimum value of stock on this day was 348
on 14-12-2018 Stock Opend at 349. The maximum value of stock on this day was 354. The minimum value of stock on this day was 349
on 17-12-2018 Stock Opend at 352. The maximum value of stock on this day was 361. The minimum value of stock on this day was 352
on 18-12-2018 Stock Opend at 357. The maximum value of stock on this day was 363. The minimum value of stock on this day was 355
on 19-12-2018 Stock Opend at 363. The maximum value of stock on this day was 369. The minimum value of stock on this day was 361
on 20-12-2018 Stock Opend at 363. The maximum value of stock on this day was 366. The minimum value of stock on this day was 361
on 21-12-2018 Stock Opend at 361. The maximum value of stock on this day was 364. The minimum value of stock on this day was 352
on 24-12-2018 Stock Opend at 353. The maximum value of stock on this day was 357. The minimum value of stock on this day was 352
on 26-12-2018 Stock Opend at 351. The maximum value of stock on this day was 357. The minimum value of stock on this day was 348
on 27-12-2018 Stock Opend at 360. The maximum value of stock on this day was 361. The minimum value of stock on this day was 355
on 28-12-2018 Stock Opend at 358. The maximum value of stock on this day was 363. The minimum value of stock on this day was 358
on 31-12-2018 Stock Opend at 363. The maximum value of stock on this day was 364. The minimum value of stock on this day was 360
on 01-01-2019 Stock Opend at 362. The maximum value of stock on this day was 365. The minimum value of stock on this day was 356
on 02-01-2019 Stock Opend at 362. The maximum value of stock on this day was 368. The minimum value of stock on this day was 360
on 03-01-2019 Stock Opend at 365. The maximum value of stock on this day was 367. The minimum value of stock on this day was 362
on 04-01-2019 Stock Opend at 362. The maximum value of stock on this day was 369. The minimum value of stock on this day was 358
on 07-01-2019 Stock Opend at 368. The maximum value of stock on this day was 371. The minimum value of stock on this day was 367
on 08-01-2019 Stock Opend at 368. The maximum value of stock on this day was 382. The minimum value of stock on this day was 367
on 09-01-2019 Stock Opend at 382. The maximum value of stock on this day was 384. The minimum value of stock on this day was 376
on 10-01-2019 Stock Opend at 381. The maximum value of stock on this day was 382. The minimum value of stock on this day was 376
on 11-01-2019 Stock Opend at 381. The maximum value of stock on this day was 381. The minimum value of stock on this day was 375
on 14-01-2019 Stock Opend at 379. The maximum value of stock on this day was 379. The minimum value of stock on this day was 373
on 15-01-2019 Stock Opend at 374. The maximum value of stock on this day was 375. The minimum value of stock on this day was 371
on 16-01-2019 Stock Opend at 372. The maximum value of stock on this day was 380. The minimum value of stock on this day was 372
on 17-01-2019 Stock Opend at 376. The maximum value of stock on this day was 378. The minimum value of stock on this day was 373
on 18-01-2019 Stock Opend at 375. The maximum value of stock on this day was 376. The minimum value of stock on this day was 370
on 21-01-2019 Stock Opend at 373. The maximum value of stock on this day was 376. The minimum value of stock on this day was 371
on 22-01-2019 Stock Opend at 371. The maximum value of stock on this day was 373. The minimum value of stock on this day was 366
on 23-01-2019 Stock Opend at 369. The maximum value of stock on this day was 374. The minimum value of stock on this day was 366
on 24-01-2019 Stock Opend at 367. The maximum value of stock on this day was 369. The minimum value of stock on this day was 362
on 25-01-2019 Stock Opend at 362. The maximum value of stock on this day was 365. The minimum value of stock on this day was 355
on 28-01-2019 Stock Opend at 353. The maximum value of stock on this day was 355. The minimum value of stock on this day was 337
